main_id,st_name,dist,dist_name,start_time,end_time,side,from,to,miles,section,one_way,week_1,week_2,week_3,week_4,week_5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,every_day,year_round,north_end_pilot,timestamp,parent,losta,hista,_ingest_datetime,normalized_st_name,one_way_bool,week_1_bool,week_2_bool,week_3_bool,week_4_bool,week_5_bool,sunday_bool,monday_bool,tuesday_bool,wednesday_bool,thursday_bool,friday_bool,saturday_bool,every_day_bool,year_round_bool,north_end_pilot_bool,suburb
1562,Holyoke St,1S,South End,12:00,16:00,even,Columbus Ave,Carleton St,0.0912878787878788,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,t,2012-02-14 13:36:32+00,HOLYO1,0.0,482.0,2024-09-12 04:31:41+00,holyoke st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,South End
1563,Kirkwood Rd,4,Allston/Brighton,08:00,12:00,even,Foster St,Chestnut Hill Ave,0.240151515151515,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,KIRKW1,0.0,1268.0,2024-09-12 04:31:41+00,kirkwood rd,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Allston/Brighton
1564,Knapp St,1T,Chinatown,00:01,07:00,none,Knapp St,Kneeland St,0.0153409090909091,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,KNAPP1,0.0,81.0,2024-09-12 04:31:41+00,knapp st,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Chinatown
1565,Leahaven Rd,7,Dorchester,12:00,16:00,even,River St,Meadowbank Ave,0.0890151515151515,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LEAHA1,0.0,470.0,2024-09-12 04:31:41+00,leahaven rd,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1566,Holborn St,10R,Roxbury,08:00,12:00,even,Warren St,Blue Hill Ave,0.233901515151515,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,HOLBO1,0.0,1235.0,2024-09-12 04:31:41+00,holborn st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1567,Kneeland St,1T,Chinatown,00:01,07:00,none,Washington St,Atlantic Ave,0.319507575757576,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,KNEEL1,0.0,1687.0,2024-09-12 04:31:41+00,kneeland st,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Chinatown
1568,Lexington St,9,East Boston,08:00,12:00,odd,Border St,East Eagle St,0.685606060606061,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LEXIN2,0.0,3620.0,2024-09-12 04:31:41+00,lexington st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,East Boston
1569,Lincoln St,1T,Chinatown,00:01,07:00,none,Summer St,Kneeland St,0.252462121212121,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,LINCO4,0.0,1333.0,2024-09-12 04:31:41+00,lincoln st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Chinatown
1571,Howland St,10R,Roxbury,08:00,12:00,even,Warren St,Elm Hill Ave,0.133901515151515,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,HOWLA1,0.0,707.0,2024-09-12 04:31:41+00,howland st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1572,Kneeland St,1T,Chinatown,13:00,17:00,odd,Washington St,Atlantic Ave,0.319507575757576,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,KNEEL1,0.0,1687.0,2024-09-12 04:31:41+00,kneeland st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Chinatown
1573,L St,5,South Boston,13:00,17:00,odd,East Broadway,Columbia Rd,0.421780303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2017-04-07 13:01:45+00,L ST 1,615.0,2842.0,2024-09-12 04:31:41+00,l st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,South Boston
1574,L St,5,South Boston,13:00,17:00,even,East Broadway,Columbia Rd,0.421780303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2017-04-07 13:01:55+00,L ST 1,615.0,2842.0,2024-09-12 04:31:41+00,l st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,South Boston
1575,La Grange St,1T,Chinatown,00:01,07:00,none,Washington St,Tremont St,0.0986742424242424,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,LA GR2,0.0,521.0,2024-09-12 04:31:41+00,la grange st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Chinatown
1576,Lake Shore Rd,4,Allston/Brighton,08:00,12:00,odd,Lake St,Kenrick St,0.572727272727273,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,LAKE 2,0.0,3024.0,2024-09-12 04:31:41+00,lake shore rd,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Allston/Brighton
1577,Linden St,5,South Boston,13:00,17:00,odd,East Fourth St,Thomas Park,0.0695075757575758,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LINDE4,0.0,367.0,2024-09-12 04:31:41+00,linden st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,South Boston
1578,Howland St,10R,Roxbury,08:00,12:00,odd,Warren St,Elm Hill Ave,0.133901515151515,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,HOWLA1,0.0,707.0,2024-09-12 04:31:41+00,howland st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1579,Lake Shore Rd,4,Allston/Brighton,08:00,12:00,even,Lake St,Kenrick St,0.572727272727273,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,LAKE 2,0.0,3024.0,2024-09-12 04:31:41+00,lake shore rd,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Allston/Brighton
1580,Lamartine St,2,Jamaica Plain,08:00,12:00,odd,Mozart St,Boylston St,0.270265152,,f,t,t,t,t,t,f,f,t,f,f,f,f,f,f,f,2018-09-24 16:46:55+00,LAMAR2,1427.0,2426.0,2024-09-12 04:31:41+00,lamartine st,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,Jamaica Plain
1581,Lamartine St,10M,Mission Hill,12:00,16:00,odd,Centre St,Mozart St,0.270265151515152,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2020-08-11 14:10:36+00,LAMAR2,0.0,1427.0,2024-09-12 04:31:41+00,lamartine st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Mission Hill
1582,Lambert Ave,10R,Roxbury,08:00,12:00,even,Dudley St,Cedar St,0.291477272727273,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LAMBE1,0.0,1539.0,2024-09-12 04:31:41+00,lambert ave,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1583,Lambert Ave,10R,Roxbury,08:00,12:00,odd,Dudley St,Cedar St,0.291477272727273,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LAMBE1,0.0,1539.0,2024-09-12 04:31:41+00,lambert ave,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1584,Lambert St,10R,Roxbury,08:00,12:00,even,Highland St,Lambert Ave,0.129166666666667,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LAMBE2,0.0,682.0,2024-09-12 04:31:41+00,lambert st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1585,Lambert St,10R,Roxbury,08:00,12:00,odd,Highland St,Lambert Ave,0.129166666666667,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LAMBE2,0.0,682.0,2024-09-12 04:31:41+00,lambert st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1586,Lamson St,9,East Boston,08:00,12:00,even,Webster St,Maverick St,0.153977272727273,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LAMSO1,0.0,813.0,2024-09-12 04:31:41+00,lamson st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,East Boston
1587,Lamson St,9,East Boston,08:00,12:00,odd,Webster St,Maverick St,0.153977272727273,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LAMSO1,0.0,813.0,2024-09-12 04:31:41+00,lamson st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,East Boston
1588,Linden St,4,Allston/Brighton,12:00,16:00,even,Brighton Av,Reedsdale St,0.130871212121212,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LINDE1,1272.0,1963.0,2024-09-12 04:31:41+00,linden st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Allston/Brighton
1589,Lomasney Way,1W,West End,00:01,07:00,even side median,Cotting St,Causeway St,0.0888257575757576,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-14 13:36:32+00,LOMAS1,1129.0,1598.0,2024-09-12 04:31:41+00,lomasney way,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,West End
1590,Lanark Rd,4,Allston/Brighton,08:00,12:00,even,Colliston Rd,Sutherland Rd,0.131628787878788,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,LANAR1,308.0,1003.0,2024-09-12 04:31:41+00,lanark rd,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
1592,Lanark Rd,4,Allston/Brighton,08:00,12:00,odd,Colliston Rd,Sutherland Rd,0.131628787878788,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,LANAR1,308.0,1003.0,2024-09-12 04:31:41+00,lanark rd,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
1593,Leamington Rd,4,Allston/Brighton,08:00,12:00,even,Commonwealth Ave,Wallingford Rd,0.166287878787879,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,LEAMI1,0.0,878.0,2024-09-12 04:31:41+00,leamington rd,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Allston/Brighton
1595,Linden St,4,Allston/Brighton,08:00,12:00,even,Cambridge St,Brighton Av,0.240909090909091,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LINDE1,0.0,1272.0,2024-09-12 04:31:41+00,linden st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
1597,Lancaster St,1W,West End,00:01,07:00,none,Merrimac St,Causeway St,0.071969696969697,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,LANCA1,0.0,380.0,2024-09-12 04:31:41+00,lancaster st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,West End
1598,Landor Rd,7,Dorchester,12:00,16:00,even,Blue Hill Ave,Leston St,0.0725378787878788,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LANDO1,0.0,383.0,2024-09-12 04:31:41+00,landor rd,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1599,Ledgebrook Rd,7,Dorchester,12:00,16:00,odd,River St,Meadowbank Ave,0.108333333333333,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LEDGE2,0.0,572.0,2024-09-12 04:31:41+00,ledgebrook rd,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1600,Landor Rd,7,Dorchester,12:00,16:00,odd,Blue Hill Ave,Leston St,0.0725378787878788,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LANDO1,0.0,383.0,2024-09-12 04:31:41+00,landor rd,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1601,Langford Park,10R,Roxbury,08:00,12:00,even,Copeland St,Dead End,0.0426136363636364,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LANGF1,0.0,225.0,2024-09-12 04:31:41+00,langford park,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1602,Langford Park,10R,Roxbury,08:00,12:00,odd,Copeland St,Dead End,0.0426136363636364,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LANGF1,0.0,225.0,2024-09-12 04:31:41+00,langford park,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1603,Lansdowne St,10F,Fenway/Kenmore,00:01,07:00,none,Ipswich St,Brookline Ave,0.215719696969697,,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,LANSD1,0.0,1139.0,2024-09-12 04:31:41+00,lansdowne st,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Fenway/Kenmore
1605,Larchmont St,3,Dorchester,12:00,16:00,odd,Waldeck St,Greenbrier St,0.20719696969697,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LARCH3,0.0,1094.0,2024-09-12 04:31:41+00,larchmont st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Dorchester
1606,Larchmont St,3,Dorchester,12:00,16:00,even,Waldeck St,Greenbrier St,0.20719696969697,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,LARCH3,0.0,1094.0,2024-09-12 04:31:41+00,larchmont st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Dorchester
1607,Lark St,5,South Boston,13:00,17:00,even,West Eighth St,West Ninth St,0.0359848484848485,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,LARK 1,0.0,190.0,2024-09-12 04:31:41+00,lark st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,South Boston
1608,Lark St,5,South Boston,13:00,17:00,odd,West Eighth St,West Ninth St,0.0359848484848485,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,LARK 1,0.0,190.0,2024-09-12 04:31:41+00,lark st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,South Boston
1609,Laurel St,1C,Charlestown,12:00,16:00,even,Cedar St,Monument Sq,0.0267045454545455,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,LAURE1,0.0,141.0,2024-09-12 04:31:41+00,laurel st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Charlestown
1610,Garden St,1H,Beacon Hill,08:00,12:00,odd,Cambridge St,Myrtle St,0.125,,f,t,f,t,f,t,f,t,f,f,f,f,f,f,f,t,2014-04-01 00:07:16+00,GARDE2,0.0,660.0,2024-09-12 04:31:41+00,garden st,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,Beacon Hill
1611,Gardner St,4,Allston/Brighton,08:00,12:00,even,Harvard Ave,Babcock St,0.575568181818182,,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,GARDN1,0.0,3039.0,2024-09-12 04:31:41+00,gardner st,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
1612,Gardner St,4,Allston/Brighton,08:00,12:00,odd,Harvard Ave,Babcock St,0.575568181818182,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,GARDN1,0.0,3039.0,2024-09-12 04:31:41+00,gardner st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Allston/Brighton
1613,Gardner St,10R,Roxbury,08:00,12:00,even,Centre St,Roxbury St,0.0679924242424242,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,GARDN3,0.0,359.0,2024-09-12 04:31:41+00,gardner st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1614,Gardner St,10R,Roxbury,08:00,12:00,odd,Centre St,Roxbury St,0.0679924242424242,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,GARDN3,0.0,359.0,2024-09-12 04:31:41+00,gardner st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Roxbury
1615,Garrison St,1B,Back Bay,08:00,12:00,even,Huntington Ave,Dead End,0.0803030303030303,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,GARRI1,0.0,424.0,2024-09-12 04:31:41+00,garrison st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Back Bay
1616,Garrison St,1B,Back Bay,08:00,12:00,odd,Huntington Ave,Dead End,0.0803030303030303,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,GARRI1,0.0,424.0,2024-09-12 04:31:41+00,garrison st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Back Bay
1617,Gaston St,10R,Roxbury,08:00,12:00,even,Warren St,Blue Hill Ave,0.208522727272727,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,GASTO1,0.0,1101.0,2024-09-12 04:31:41+00,gaston st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1618,Linden St,5,South Boston,13:00,17:00,even,East Fourth St,Thomas Park,0.0695075757575758,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LINDE4,0.0,367.0,2024-09-12 04:31:41+00,linden st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,South Boston
1620,Gaston St,10R,Roxbury,08:00,12:00,odd,Warren St,Blue Hill Ave,0.208522727272727,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,GASTO1,0.0,1101.0,2024-09-12 04:31:41+00,gaston st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1622,Gates St,5,South Boston,13:00,17:00,odd,Dorchester St,Telegraph St,0.0863636363636364,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2017-03-31 12:30:48+00,GATES1,0.0,456.0,2024-09-12 04:31:41+00,gates st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,South Boston
1623,Gates St,5,South Boston,13:00,17:00,even,Dorchester St,Telegraph St,0.0863636363636364,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2017-03-31 12:30:42+00,GATES1,0.0,456.0,2024-09-12 04:31:41+00,gates st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,South Boston
1626,Lawrence Ave,3,Dorchester,12:00,16:00,even,Blue Hill Ave,Magnolia St,0.326893939393939,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:53:57+00,LAWRE1,0.0,1726.0,2024-09-12 04:31:41+00,lawrence ave,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Dorchester
1627,Gay Head St,2,Jamaica Plain,12:00,16:00,odd,Centre St,Minden St,0.174242424242424,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2015-04-07 19:40:47+00,GAY H1,0.0,920.0,2024-09-12 04:31:41+00,gay head st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Jamaica Plain
1628,Hollander St,10R,Roxbury,12:00,16:00,odd,Holworthy St,Crawford St,0.172537878787879,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,HOLLA1,0.0,911.0,2024-09-12 04:31:41+00,hollander st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Roxbury
1629,Gay Head St,2,Jamaica Plain,12:00,16:00,even,Centre St,Minden St,0.174242424242424,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2015-04-07 19:40:57+00,GAY H1,0.0,920.0,2024-09-12 04:31:41+00,gay head st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Jamaica Plain
1630,Germania St,2,Jamaica Plain,08:00,12:00,odd,Haverford St,Brookside Ave,0.0710227272727273,,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,GERMA1,0.0,375.0,2024-09-12 04:31:41+00,germania st,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Jamaica Plain
1631,Lyon St,3,Dorchester,08:00,12:00,even,Dorchester Ave,Adams St,0.169128787878788,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LYON 1,0.0,893.0,2024-09-12 04:31:41+00,lyon st,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1632,Lyon St,3,Dorchester,08:00,12:00,odd,Dorchester Ave,Adams St,0.169128787878788,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,LYON 1,0.0,893.0,2024-09-12 04:31:41+00,lyon st,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Dorchester
1633,M St,5,South Boston,09:00,13:00,even,East Broadway,Columbia Rd,0.388636363636364,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,M ST 1,917.0,2969.0,2024-09-12 04:31:41+00,m st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,South Boston
1634,M St,5,South Boston,09:00,13:00,odd,East Broadway,Columbia Rd,0.388636363636364,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-14 13:36:32+00,M ST 1,917.0,2969.0,2024-09-12 04:31:41+00,m st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,South Boston
1635,M St,5,South Boston,13:00,17:00,odd,East First St,East Broadway,0.173674242424242,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,M ST 1,0.0,917.0,2024-09-12 04:31:41+00,m st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,South Boston
1636,M St,5,South Boston,13:00,17:00,even,East First St,East Broadway,0.173674242424242,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,M ST 1,0.0,917.0,2024-09-12 04:31:41+00,m st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,South Boston
1637,M St,5,South Boston,09:00,13:00,even,East First St,East Broadway,0.173674242424242,,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 12:32:42+00,M ST 1,0.0,917.0,2024-09-12 04:31:41+00,m st,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,South Boston
1638,M St,5,South Boston,09:00,13:00,odd,East First St,East Broadway,0.173674242424242,,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,2017-03-31 12:32:32+00,M ST 1,0.0,917.0,2024-09-12 04:31:41+00,m st,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,South Boston
1639,Madeline St,4,Allston/Brighton,12:00,16:00,even,Harriet St,Faneuil St,0.135227272727273,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MADEL1,0.0,714.0,2024-09-12 04:31:41+00,madeline st,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Allston/Brighton
1640,Madeline St,4,Allston/Brighton,12:00,16:00,odd,Harriet St,Faneuil St,0.135227272727273,,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MADEL1,0.0,714.0,2024-09-12 04:31:41+00,madeline st,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Allston/Brighton
1641,Madison Park Ct,10R,Roxbury,08:00,12:00,even,Shawmut Ave,Dewitt Dr,0.116666666666667,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2012-02-29 15:06:53+00,MADIS1,0.0,616.0,2024-09-12 04:31:41+00,madison park ct,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Roxbury
1642,Madison Park Ct,10R,Roxbury,08:00,12:00,odd,Shawmut Ave,Dewitt Dr,0.116666666666667,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2012-02-29 15:06:53+00,MADIS1,0.0,616.0,2024-09-12 04:31:41+00,madison park ct,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Roxbury
1643,Magnolia St,3,Dorchester,12:00,16:00,even,Quincy St,Intervale St,0.20530303030303,,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:51:11+00,MAGNO2,2633.0,3717.0,2024-09-12 04:31:41+00,magnolia st,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,Dorchester
1644,Magnolia St,3,Dorchester,12:00,16:00,odd,Quincy St,Intervale St,0.20530303030303,,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,2013-06-13 19:51:04+00,MAGNO2,2633.0,3717.0,2024-09-12 04:31:41+00,magnolia st,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Dorchester
1645,Mahler Rd,2,Jamaica Plain,12:00,16:00,even,Washington St,Dead End,0.0884469696969697,,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MAHLE1,0.0,467.0,2024-09-12 04:31:41+00,mahler rd,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,Jamaica Plain
1646,Mahler Rd,2,Jamaica Plain,12:00,16:00,odd,Washington St,Dead End,0.0884469696969697,,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MAHLE1,0.0,467.0,2024-09-12 04:31:41+00,mahler rd,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Jamaica Plain
1647,Main St,1C,Charlestown,00:01,07:00,none,Warren St,Sullivan Square,0.76875,,f,t,t,t,t,t,t,t,t,t,t,t,t,t,t,f,2012-02-29 15:06:53+00,MAIN 2,1440.0,5499.0,2024-09-12 04:31:41+00,main st,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,Charlestown
1648,Main St,1C,Charlestown,08:00,12:00,even,Austin St,Medford St,0.677272727272727,,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,2012-02-14 13:36:32+00,MAIN 2,1474.0,5050.0,2024-09-12 04:31:41+00,main st,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,Charlestown
1649,Main St,1C,Charlestown,08:00,12:00,odd,Austin St,Medford St,0.677272727272727,,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,2012-02-14 13:36:32+00,MAIN 2,1474.0,5050.0,2024-09-12 04:31:41+00,main st,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,Charlestown
1650,Malbert Rd,4,Allston/Brighton,08:00,12:00,even,Washington St,Dead End,0.106818181818182,,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,2012-02-14 13:36:32+00,MALBE1,0.0,564.0,2024-09-12 04:31:41+00,malbert rd,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,Allston/Brighton
